Date,LowIBOV,LowDJI,Low,ICB,CarWash
2017-01-13,63366.0,19849.380859,3.1798,24410.84290132634,0
2017-01-17,63456.0,19775.349609,3.1957,24438.404941269528,0
2017-01-18,64063.0,19739.0,3.2132,24525.219114641513,0
2017-01-19,63574.0,19677.939453,3.1932,24357.61872796277,0
2017-01-20,63951.0,19759.140625,3.1689,24247.87412539059,0
2017-01-23,64500.0,19732.359375,3.1534,24477.21648853535,0
2017-01-24,65615.0,19786.710938,3.1583,24320.624498699468,0
2017-01-26,65842.0,20067.529297,3.1612,24183.91785620877,0
2017-01-27,65876.0,20072.640625,3.1398,24174.39523571132,0
2017-01-30,64165.0,19870.390625,3.1138,23930.62678040799,0
2017-01-31,64284.0,19784.769531,3.1012,23901.071400471392,0
2017-02-01,64687.0,19845.990234,3.1275,23860.714802706345,0
2017-02-02,64163.0,19831.089844,3.1075,23613.74316809177,0
2017-02-03,64264.0,19964.210938,3.1042,23596.638395199006,0
2017-02-06,63933.0,20002.810547,3.105,23569.47379771556,0
2017-02-07,63938.0,20068.679688,3.1155,23491.136892340404,0
2017-02-08,63740.0,20015.330078,3.1125,23420.16250023331,0
2017-02-09,64587.0,20061.730469,3.1134,23566.452185386785,0
2017-02-10,64935.0,20204.759766,3.1061,23661.544326962325,0
2017-02-13,66125.0,20322.949219,3.1075,23587.949659662474,0
2017-02-14,66251.0,20374.019531,3.0825,23395.395074553042,0
2017-02-15,66712.0,20496.029297,3.0545,23137.946285484726,0
2017-02-16,67661.0,20556.830078,3.0387,23178.09131392069,0
2017-02-17,67158.0,20532.609375,3.0796,23276.127324975725,0
2017-02-21,68536.0,20663.369141,3.0848,23324.672616242515,0
2017-02-22,68282.0,20692.390625,3.0604,23257.794010374386,0
2017-02-23,67279.0,20746.410156,3.0519,23401.08982646599,1
2017-02-24,66452.0,20733.949219,3.06,23159.051229832876,0
2017-03-01,66661.0,20957.289063,3.09,22947.668218352577,0
2017-03-02,65594.0,20996.609375,3.0895,23033.286829741675,0
2017-03-03,65860.0,20953.859375,3.112,22763.606760143328,0
2017-03-06,66119.0,20912.109375,3.1,22611.114756290128,0
2017-03-07,65668.0,20901.259766,3.1119,22423.73086518506,0
2017-03-08,64496.0,20835.580078,3.1197,22576.898970196224,0
2017-03-09,64203.0,20777.160156,3.1599,22552.794428370802,0
2017-03-10,64472.0,20827.660156,3.1392,22609.089981730453,0
2017-03-13,64674.0,20845.710938,3.1292,22671.03066179848,0
2017-03-14,64699.0,20786.310547,3.1501,22684.66617846586,0
2017-03-15,64537.0,20859.599609,3.0972,22687.93623868482,0
2017-03-16,65531.0,20893.5,3.0925,22606.596176312185,0
2017-03-17,64152.0,20911.070313,3.0875,22497.763797698437,0
2017-03-20,63672.0,20885.699219,3.0673,22351.3577362714,0
2017-03-21,62795.0,20653.259766,3.06,22302.4325832461,0
2017-03-22,62496.0,20578.949219,3.0808,21867.2521763291,0
2017-03-23,62840.0,20618.619141,3.0873,21805.21047992382,0
2017-03-24,63469.0,20529.669922,3.1048,21644.539836073734,0
2017-03-27,63030.0,20412.800781,3.1079,22056.087233007012,0
2017-03-28,64042.0,20520.099609,3.1233,21948.38690372418,1
2017-03-29,64476.0,20625.029297,3.1122,21685.606986767267,0
2017-03-30,65070.0,20643.599609,3.1178,21591.263537420207,0
2017-03-31,64859.0,20660.679688,3.1214,21544.737145751416,0
2017-04-03,64774.0,20517.820313,3.1099,21313.691980121628,0
2017-04-04,64990.0,20605.300781,3.0924,21227.354224974904,0
2017-04-05,64493.0,20639.550781,3.0808,21174.750452527405,0
2017-04-06,63762.0,20612.169922,3.1063,21290.386572367344,0
2017-04-07,64016.0,20606.949219,3.1183,21364.97015369631,0
2017-04-10,64115.0,20614.859375,3.1302,21454.696758973532,0
2017-04-11,63351.0,20512.560547,3.1256,21406.00459689954,0
2017-04-12,63814.0,20553.029297,3.1197,21395.452386969333,0
2017-04-13,62826.0,20453.25,3.1145,21420.02996596933,0
2017-04-17,62828.0,20484.75,3.093,21579.450651825555,0
2017-04-18,63717.0,20462.279297,3.0878,21727.757583774735,0
2017-04-19,63219.0,20379.550781,3.1075,21550.61886809949,0
2017-04-20,63388.0,20406.679688,3.1324,21264.168078581293,0
2017-04-24,63761.0,20723.589844,3.1182,21192.802463046737,0
2017-04-25,63875.0,20909.380859,3.1275,21227.509689700757,0
2017-04-26,64679.0,20972.269531,3.1434,21132.379955442975,0
2017-04-27,64292.0,20935.800781,3.1545,21089.584834755693,0
2017-04-28,64592.0,20926.75,3.1698,21237.72587771677,0
2017-05-02,65404.0,20904.060547,3.146,21361.406482463266,0
2017-05-03,65898.0,20874.179688,3.1408,21303.807479711177,0
2017-05-04,64721.0,20847.949219,3.1614,21188.31081853352,1
2017-05-05,64863.0,20905.0,3.1682,21138.386900661077,0
2017-05-08,65295.0,20971.050781,3.1753,21216.54895668616,0
2017-05-09,65533.0,20938.039063,3.178,21129.87954841468,0
2017-05-10,66284.0,20884.150391,3.1523,21193.92389589309,0
2017-05-11,67191.0,20798.900391,3.137,21109.83366267721,0
2017-05-12,67536.0,20869.740234,3.1164,21090.362085451736,0
2017-05-15,68081.0,20923.630859,3.096,21008.36614637849,0
2017-05-16,68124.0,20932.880859,3.0873,20805.68806233172,0
2017-05-17,67163.0,20601.080078,3.0951,20998.727973930636,0
2017-05-18,60315.0,20553.449219,3.1389,20942.58274324252,0
2017-05-19,61597.0,20687.939453,3.2414,20963.186585600903,0
2017-05-22,60925.0,20860.160156,3.2519,20502.112010402943,0
2017-05-23,61670.0,20896.220703,3.2543,20702.68695313953,0
2017-05-24,62673.0,20933.580078,3.2477,20539.45852211324,0
2017-05-25,62762.0,21051.410156,3.2618,20632.356403851907,0
2017-05-26,63228.0,21050.490234,3.2516,20645.88885998267,1
2017-05-30,63720.0,21009.599609,3.2544,20580.458401914402,0
2017-05-31,62673.0,20942.570313,3.2245,20310.026221013693,0
2017-06-01,62165.0,20994.220703,3.2151,20131.925018644022,0
2017-06-02,62161.0,21129.560547,3.2207,20055.210165184064,0
2017-06-05,62010.0,21168.689453,3.2462,20198.464048405334,0
2017-06-06,62426.0,21118.460938,3.2725,19962.004680637252,0
2017-06-07,62912.0,21113.310547,3.2652,20006.941677282997,0
2017-06-08,62376.0,21138.160156,3.2617,20039.84398432017,0
2017-06-09,62095.0,21159.449219,3.2561,20035.95096805288,0
2017-06-12,61279.0,21186.150391,3.2747,20013.975420828167,0
2017-06-13,61510.0,21256.830078,3.2974,20005.988629534775,0
2017-06-14,61508.0,21294.089844,3.2635,19954.194341963197,0
2017-06-16,61269.0,21308.009766,3.2786,19818.09337121068,0
2017-06-19,61620.0,21436.080078,3.2801,19705.467009961725,0
2017-06-20,60766.0,21464.240234,3.2824,19439.306008689444,0
2017-06-21,60544.0,21390.0,3.314,19216.35534228873,0
2017-06-22,60758.0,21394.810547,3.3226,19101.500604748588,0
2017-06-23,60992.0,21333.890625,3.3257,19276.988280117403,0
2017-06-26,61088.0,21381.25,3.295,19383.703717567114,0
2017-06-27,61580.0,21310.660156,3.2968,19533.57302665891,0
2017-06-28,61433.0,21372.359375,3.2788,19439.799483665367,0
2017-06-29,61689.0,21197.080078,3.2708,19586.854115051858,0
2017-06-30,62238.0,21325.080078,3.2866,19608.202552023788,0
2017-07-03,62901.0,21391.710938,3.2938,19740.233416780207,0
2017-07-05,62708.0,21404.759766,3.2889,19813.43673134686,0
2017-07-06,62354.0,21305.380859,3.2883,19559.78942483183,0
2017-07-07,62035.0,21350.720703,3.2679,19629.51414734155,0
2017-07-10,62322.0,21371.109375,3.2551,19798.46579615411,0
2017-07-11,62908.0,21279.300781,3.2462,19929.82041481133,0
2017-07-12,63827.0,21467.929688,3.205,19844.07007309317,0
2017-07-13,64854.0,21512.359375,3.2024,19862.268074361502,0
2017-07-14,65178.0,21521.720703,3.1782,20016.85627869141,0
2017-07-17,65119.0,21617.660156,3.1761,20025.84374777659,0
2017-07-18,64943.0,21471.140625,3.1536,20223.186873315466,0
2017-07-19,64874.0,21565.839844,3.1444,20362.19428684388,0
2017-07-20,64898.0,21576.960938,3.1183,20581.741377200702,0
2017-07-21,64599.0,21503.779297,3.1099,20677.41363049482,0
2017-07-24,64678.0,21496.130859,3.1341,20697.932110547885,0
2017-07-25,65101.0,21577.369141,3.1364,20514.55883056458,0
2017-07-26,64992.0,21683.289063,3.1349,20588.361468805528,0
2017-07-27,65013.0,21687.849609,3.1382,20703.969716659252,1
2017-07-28,64953.0,21756.119141,3.1283,20999.340967485834,0
2017-07-31,65503.0,21861.710938,3.1138,20985.27321402979,0
2017-08-01,65925.0,21940.810547,3.1079,20986.65516462232,0
2017-08-02,66305.0,21967.460938,3.1126,21123.202037776977,0
2017-08-03,66705.0,21991.320313,3.1096,21113.44529127959,0
2017-08-04,66525.0,22024.640625,3.1079,21063.146220329,0
2017-08-07,66887.0,22081.970703,3.1204,21296.288025657374,0
2017-08-08,67671.0,22057.289063,3.1189,21253.693596708545,0
2017-08-09,67290.0,21996.689453,3.1263,21227.61734067065,0
2017-08-10,66650.0,21843.939453,3.1466,21198.880615480317,0
2017-08-11,66678.0,21842.740234,3.1547,21330.349761299847,0
2017-08-14,67226.0,21945.640625,3.1734,21344.969944282442,0
2017-08-15,68293.0,21971.480469,3.1657,21430.324066674566,0
2017-08-16,68304.0,22002.470703,3.1454,21359.76313358709,0
2017-08-17,67866.0,21750.320313,3.1524,21505.331790856973,0
2017-08-18,67979.0,21641.630859,3.1404,21652.533081820686,1
2017-08-21,68514.0,21600.339844,3.1361,21645.779612259623,0
2017-08-22,68645.0,21738.130859,3.1466,21463.11928388552,0
2017-08-23,69947.0,21808.390625,3.134,21372.113809283434,1
2017-08-24,70482.0,21765.820313,3.133,21471.171326999614,0
2017-08-25,70801.0,21812.810547,3.1357,21676.29176794723,0
2017-08-28,70909.0,21767.939453,3.1483,21792.48809165094,0
2017-08-29,70517.0,21673.580078,3.1582,21791.262492445527,0
2017-08-30,70755.0,21839.470703,3.1559,21698.202149331333,0
2017-08-31,70516.0,21910.5,3.1372,21850.46934473261,0
2017-09-01,70846.0,21974.910156,3.1223,22164.103438253314,0
2017-09-05,71827.0,21709.630859,3.1122,22375.571207049547,0
2017-09-06,72157.0,21794.070313,3.0987,22418.60249997353,0
2017-09-08,72925.0,21731.119141,3.0819,22548.76029115676,0
2017-09-11,73096.0,21927.789063,3.0791,22601.264368779855,0
2017-09-12,74294.0,22087.089844,3.1029,22653.951547581997,0
2017-09-13,74196.0,22095.789063,3.1222,22656.001075118547,0
2017-09-14,74397.0,22135.259766,3.1127,22567.47917863849,0
2017-09-15,74648.0,22214.519531,3.1085,22710.527525418755,0
2017-09-18,75621.0,22283.349609,3.1079,22653.246043333904,0
2017-09-19,75300.0,22340.710938,3.1244,22406.401281334514,0
2017-09-20,75074.0,22314.679688,3.1136,22549.95427857,0
2017-09-21,75282.0,22356.550781,3.1256,22623.372574654008,0
2017-09-22,75029.0,22299.580078,3.1223,22626.468508402246,0
2017-09-25,74303.0,22219.109375,3.126,22728.753282330123,0
2017-09-26,74319.0,22279.519531,3.1522,22660.988247787427,0
2017-09-27,73125.0,22254.929688,3.1665,22733.304401753016,0
2017-09-28,73277.0,22288.970703,3.1772,22682.76594751356,0
2017-09-29,73571.0,22332.960938,3.1562,22557.544781819855,0
2017-10-02,73845.0,22416.0,3.1513,22467.9318071821,0
2017-10-03,74363.0,22562.900391,3.141,22430.46387867198,0
2017-10-04,76422.0,22632.800781,3.1221,22334.91453094381,0
2017-10-05,76592.0,22655.140625,3.1244,22357.77734239351,0
2017-10-06,75603.0,22730.849609,3.1496,22467.00271848289,0
2017-10-09,75181.0,22739.380859,3.1558,22594.114494990507,0
2017-10-10,75745.0,22770.990234,3.1618,22687.71071405247,0
2017-10-11,76323.0,22821.660156,3.1599,22560.809433195223,0
2017-10-13,76659.0,22855.929688,3.1437,22577.36636598766,0
2017-10-16,76565.0,22887.119141,3.1441,22541.225553239092,0
2017-10-17,76046.0,22948.230469,3.158,22506.07232877312,0
2017-10-18,76012.0,23086.75,3.1556,22429.445218612986,0
2017-10-19,75366.0,23052.669922,3.1625,22340.182835197276,0
2017-10-20,76291.0,23201.779297,3.1665,22338.07654495809,1
2017-10-23,75315.0,23273.960938,3.1893,22616.30064725445,0
2017-10-24,75426.0,23343.230469,3.2239,22686.20183077389,0
2017-10-25,75404.0,23251.109375,3.2283,22552.067011687035,0
2017-10-26,75813.0,23380.890625,3.2287,22703.639968233423,0
2017-10-27,75601.0,23353.160156,3.2342,22756.08351896509,0
2017-10-30,74305.0,23327.869141,3.2344,22908.992407303143,0
2017-10-31,74145.0,23334.390625,3.2645,23024.91287775112,0
2017-11-01,73823.0,23388.910156,3.2565,22983.940451713534,0
2017-11-03,73094.0,23481.570313,3.2482,23164.53428073052,0
2017-11-06,73830.0,23520.75,3.2476,23184.083224967606,0
2017-11-07,72386.0,23484.189453,3.2495,23106.68817258375,0
2017-11-08,72468.0,23510.560547,3.2401,22992.807431483634,0
2017-11-09,72795.0,23310.019531,3.2359,23016.071435548838,0
2017-11-10,71920.0,23392.960938,3.2501,23135.629360729166,0
2017-11-13,71776.0,23343.339844,3.276,23267.34861754165,0
2017-11-14,70825.0,23271.570313,3.2662,23358.100407084024,0
2017-11-16,70827.0,23365.339844,3.2677,23367.02274328225,0
2017-11-17,72390.0,23356.009766,3.2546,23275.884677986684,0
2017-11-21,73439.0,23500.150391,3.239,23184.47454444998,1
2017-11-22,74242.0,23507.609375,3.2213,23227.94819686163,0
2017-11-24,74093.0,23551.589844,3.2212,23407.856859817417,0
2017-11-27,73159.0,23545.019531,3.213,23433.20655168885,0
2017-11-28,74056.0,23617.109375,3.2019,23491.575062287528,0
2017-11-29,72700.0,23872.589844,3.2002,23657.609941136216,0
2017-11-30,71215.0,24013.800781,3.235,23582.309442017206,0
2017-12-01,71488.0,23921.900391,3.2479,23579.846124998687,0
2017-12-04,72266.0,24288.189453,3.2418,23661.21281747546,0
2017-12-05,72319.0,24155.279297,3.2197,23686.199603582267,0
2017-12-06,71906.0,24134.490234,3.2241,23607.852956315488,0
2017-12-07,71356.0,24101.240234,3.2468,23631.06197478115,0
2017-12-08,72489.0,24225.5,3.2648,23552.546379058884,0
2017-12-11,72498.0,24314.740234,3.2726,23477.728655246156,0
2017-12-12,71798.0,24443.830078,3.2963,23575.093159597847,0
2017-12-13,72569.0,24518.300781,3.2877,23696.28735209191,0
2017-12-14,71969.0,24508.660156,3.31,23759.342503119242,0
2017-12-15,72277.0,24584.439453,3.2942,23755.127935062304,0
2017-12-18,72621.0,24739.560547,3.278,23781.872934817846,0
2017-12-19,72347.0,24715.599609,3.2811,23860.884967260823,0
2017-12-20,72680.0,24697.109375,3.2807,23870.97342110399,0
2017-12-21,73265.0,24766.269531,3.2901,23793.18829149022,0
2017-12-22,74623.0,24717.509766,3.3034,23760.557397423017,0
2017-12-26,74924.0,24708.419922,3.3062,23838.819658312925,0
2017-12-27,75708.0,24731.679688,3.2916,23930.160173411892,0
2017-12-28,76077.0,24797.130859,3.2946,23937.76350237443,0
2018-01-02,76403.0,24741.699219,3.2569,24164.27597702696,0
2018-01-03,77602.0,24825.550781,3.2311,24106.020762346692,0
2018-01-04,77998.0,24963.269531,3.2214,24065.455331611276,0
2018-01-05,78218.0,25112.009766,3.2262,23962.01986774526,0
2018-01-08,78631.0,25235.410156,3.2227,23823.624829932705,0
2018-01-09,78699.0,25308.410156,3.2291,23766.735357857433,0
2018-01-10,78164.0,25256.990234,3.2252,23658.78194966296,0
2018-01-11,78201.0,25396.189453,3.2117,23590.718613236284,0
2018-01-12,78861.0,25633.080078,3.1989,23538.080415741464,0
2018-01-16,79668.0,25702.990234,3.2114,23406.98077406781,0
2018-01-17,79828.0,25865.019531,3.2113,23491.954213788842,0
2018-01-18,80498.0,25947.320313,3.2011,23399.411139763906,0
2018-01-19,80854.0,25942.830078,3.1936,23397.842957135672,0
2018-01-22,80923.0,25974.650391,3.1816,23532.394674990202,0
2018-01-23,80524.0,26143.900391,3.2012,23527.63741147588,0
2018-01-24,80679.0,26106.939453,3.1345,23440.409383905866,0
2018-01-26,83680.0,26425.349609,3.1195,23418.125013814457,0
2018-01-29,84341.0,26435.339844,3.153,23540.69516371359,0
2018-01-30,83804.0,26028.419922,3.1477,23431.329961111445,0
2018-01-31,84484.0,26050.980469,3.1454,23383.73462828278,0
2018-02-01,84833.0,26014.439453,3.1613,23376.99266511219,0
2018-02-02,83831.0,25490.660156,3.1671,23383.666196476774,0
2018-02-05,81861.0,23923.880859,3.213,23444.507349865427,0
2018-02-06,80804.0,23778.740234,3.2322,23601.69000440823,0
2018-02-07,82548.0,24785.439453,3.2371,23669.328030062276,0
2018-02-08,81109.0,23849.230469,3.2558,23680.302132247052,0
2018-02-09,79690.0,23360.289063,3.2673,23534.981779941325,0
2018-02-14,80901.0,24490.359375,3.2159,23567.304253219194,0
2018-02-15,83551.0,24809.419922,3.198,23460.305865550825,0
2018-02-16,83824.0,25149.259766,3.2021,23406.329136843924,0
2018-02-20,84261.0,24884.189453,3.234,23642.597286171498,0
2018-02-21,85804.0,24792.990234,3.2423,23654.80986116999,0
2018-02-22,86050.0,24854.830078,3.242,23718.913416987925,1
2018-02-23,86138.0,25028.730469,3.2322,23869.879397678407,0
2018-02-26,87242.0,25398.560547,3.2224,24152.768212483832,0
2018-02-27,86613.0,25407.830078,3.2217,24218.468930386007,0
2018-02-28,85431.0,25022.419922,3.2349,24155.786271637764,0
2018-03-01,84640.0,24442.560547,3.2383,24179.312328559674,0
2018-03-02,83897.0,24217.759766,3.248,24192.992087115595,0
2018-03-05,85053.0,24387.150391,3.2415,23948.464179124803,0
2018-03-06,85653.0,24708.410156,3.2055,23870.12589176165,0
2018-03-07,84397.0,24535.119141,3.2099,23809.609868776875,0
2018-03-08,84491.0,24703.050781,3.239,23952.136109655516,0
2018-03-09,84749.0,25004.890625,3.239,24038.04726824592,1
2018-03-12,86386.0,25152.019531,3.25,24162.24046404233,0
2018-03-13,86119.0,24947.5,3.2372,24523.59229826978,0
2018-03-14,85691.0,24668.830078,3.2466,24363.977165080225,0
2018-03-15,84720.0,24753.289063,3.2614,24008.30386430064,0
2018-03-16,84525.0,24857.089844,3.2719,23845.630427026255,0
2018-03-19,83678.0,24453.140625,3.279,23706.508689122253,0
2018-03-20,83682.0,24650.640625,3.2788,23828.067196005315,0
2018-03-21,84080.0,24655.400391,3.2635,23685.78533642304,0
2018-03-22,84197.0,23938.740234,3.2719,23571.721895946248,0
2018-03-23,84042.0,23509.060547,3.2936,23430.01362063387,1
2018-03-26,84357.0,23741.220703,3.2923,23567.66023610962,0
2018-03-27,83542.0,23708.730469,3.3098,23612.881063233923,0
2018-03-28,82889.0,23728.669922,3.3195,23525.0054691544,0
2018-03-29,83874.0,23928.130859,3.2926,23501.342265745065,0
2018-04-02,84166.0,23344.519531,3.2973,23552.88400041526,0
2018-04-03,84210.0,23664.330078,3.3026,23665.96521400835,0
2018-04-04,82826.0,23523.160156,3.3269,23776.851416884798,0
2018-04-05,84374.0,24313.910156,3.2961,23911.540613614427,0
2018-04-06,83833.0,23738.199219,3.3424,24030.973997670488,0
2018-04-09,83155.0,23954.830078,3.3641,24060.52263910271,0
2018-04-10,83312.0,24198.949219,3.4001,23908.14541135172,0
2018-04-11,84340.0,24150.869141,3.3727,23701.070285185247,0
2018-04-12,85025.0,24302.820313,3.3651,23737.92012015688,0
2018-04-13,84144.0,24243.740234,3.3963,23731.9963437002,0
2018-04-16,82762.0,24480.199219,3.4057,23641.607773900818,0
2018-04-17,82810.0,24681.789063,3.3887,23637.312811453812,0
2018-04-18,84090.0,24721.089844,3.3729,23539.446967584256,0
2018-04-19,85197.0,24557.029297,3.3802,23489.777752499693,0
2018-04-20,85025.0,24375.039063,3.3841,23532.11047749344,0
2018-04-23,84711.0,24328.539063,3.4142,23723.041405465654,0
2018-04-24,85106.0,23828.730469,3.4354,23798.46947432407,0
2018-04-25,84349.0,23823.080078,3.4706,23784.153909775127,0
2018-04-26,85051.0,24128.720703,3.4745,23780.8393477914,0
2018-04-27,86262.0,24194.449219,3.4533,23798.45257940587,0
2018-04-30,85979.0,24163.080078,3.4569,23910.2868500906,0
2018-05-02,84383.0,23886.300781,3.5078,23965.209011186194,0
2018-05-03,83178.0,23531.310547,3.5199,24056.891115903854,0
2018-05-04,82746.0,23778.869141,3.5141,23918.45306791463,0
2018-05-07,82602.0,24263.419922,3.5316,23939.402062380468,0
2018-05-08,82201.0,24198.339844,3.5509,24064.40693727069,1
2018-05-09,82855.0,24323.869141,3.5591,23920.271973173127,0
2018-05-10,84284.0,24575.910156,3.5424,23799.651068272105,0
2018-05-11,85183.0,24717.5,3.5434,23824.50630297855,0
2018-05-14,84688.0,24862.519531,3.5729,23987.16835734947,0
2018-05-15,83830.0,24629.390625,3.6218,24017.023951638992,0
2018-05-16,85044.0,24672.789063,3.6528,24133.63028079275,0
2018-05-17,83377.0,24639.400391,3.6444,24272.682768494633,0
2018-05-18,81391.0,24664.869141,3.6947,24589.26859729545,0
2018-05-21,81576.0,24883.060547,3.6709,24689.35714305884,0
2018-05-22,81613.0,24812.060547,3.6265,24628.686049929132,0
2018-05-23,80867.0,24667.119141,3.6166,24505.31822882939,0
2018-05-24,79027.0,24605.900391,3.6273,24582.01222711384,0
2018-05-25,78622.0,24687.810547,3.6425,24593.512405391662,0
2018-05-29,75361.0,24247.839844,3.7117,24535.191281613894,0
2018-05-30,75515.0,24459.089844,3.6794,24537.352153286127,0
2018-06-01,75524.0,24542.089844,3.7207,24709.390562047625,0
2018-06-04,77244.0,24722.140625,3.726,24567.38800268765,0
2018-06-05,76412.0,24710.820313,3.7452,24429.79972543957,0
2018-06-06,75518.0,24854.140625,3.8049,24415.278646246286,0
2018-06-07,71162.0,25164.480469,3.8466,24336.602101514116,0
2018-06-08,71679.0,25165.699219,3.6928,24066.70497461582,0
2018-06-11,71843.0,25290.199219,3.6714,23914.11568852123,0
2018-06-12,72124.0,25247.039063,3.6685,23701.308998946384,0
2018-06-13,71035.0,25191.419922,3.6845,23463.128187369155,0
2018-06-14,71344.0,25138.599609,3.6862,23500.627317353534,0
2018-06-15,69583.0,24894.380859,3.7147,23585.87627278706,0
2018-06-18,69360.0,24825.769531,3.7282,23653.453071028125,0
2018-06-19,69069.0,24567.75,3.7178,23619.22309503725,0
2018-06-20,71155.0,24628.390625,3.7058,23556.24312964193,0
2018-06-21,70019.0,24406.630859,3.7535,23434.413915266152,1
2018-06-22,69907.0,24526.970703,3.7353,23446.354723050856,0
2018-06-25,69779.0,24084.390625,3.7618,23404.85261735655,0
2018-06-26,70203.0,24241.220703,3.7612,23410.987718042066,0
2018-06-27,70134.0,24115.820313,3.7904,23468.68163480481,0
2018-06-28,70439.0,23997.210938,3.835,23448.863385358112,0
2018-06-29,71779.0,24269.710938,3.8283,23419.728292332566,0
2018-07-02,71935.0,24077.560547,3.8761,23321.575237729274,0
2018-07-03,72848.0,24150.849609,3.8731,23349.661398580596,0
2018-07-05,73756.0,24177.439453,3.8855,23322.86248771998,0
2018-07-06,74048.0,24281.470703,3.8594,23551.56060806765,0
2018-07-10,74431.0,24806.970703,3.7936,23376.428628529866,0
2018-07-11,74196.0,24663.820313,3.8135,23421.64259849872,0
2018-07-12,74403.0,24802.900391,3.8373,23444.04073397042,0
2018-07-13,75554.0,24890.060547,3.8441,23344.093236739118,0
2018-07-16,76129.0,24979.640625,3.8337,23506.446384201794,0
2018-07-17,76482.0,24989.609375,3.8386,23524.530629501027,0
2018-07-18,77164.0,25101.119141,3.819,23602.217642644693,0
2018-07-19,75890.0,25052.619141,3.8225,23772.416966875815,0
2018-07-20,77500.0,24986.349609,3.7584,23746.517459905946,0
2018-07-23,77871.0,24983.330078,3.7662,23872.15141975468,0
2018-07-24,78005.0,25092.429688,3.7321,23886.819978532127,0
2018-07-25,79154.0,25113.550781,3.6886,23892.012624676998,0
2018-07-26,79081.0,25463.160156,3.6886,23955.791519105132,0
2018-07-27,79405.0,25370.070313,3.7065,24074.247537702788,0
2018-07-30,79699.0,25287.380859,3.6956,24160.95036339653,0
2018-07-31,79016.0,25345.210938,3.722,24051.200581899986,0
